account_length,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_eve_minutes,total_eve_calls,total_night_minutes,total_night_calls,total_intl_minutes,total_intl_calls,number_customer_service_calls,churn_flag
36,0,0,0,184.6,132,193.7,69,283.5,83,5.9,3,1,0
118,0,0,0,161.6,96,223.9,113,240.6,137,6.8,2,0,0
137,0,1,20,268.5,91,128.8,121,146.4,98,12.7,6,1,0
67,0,0,0,178.0,77,233.6,88,175.6,88,6.3,4,2,0
164,0,0,0,215.6,90,171.6,99,110.4,105,11.3,6,1,0
180,0,0,0,253.9,69,184.2,138,174.3,83,0.4,7,1,0
80,0,1,22,182.8,142,229.3,111,313.8,85,11.3,2,1,0
126,0,0,0,120.0,82,213.6,111,312.9,136,7.5,6,1,0
138,0,0,0,138.7,124,280.3,64,206.7,98,10.4,4,1,0
101,0,0,0,189.0,122,179.2,91,186.8,170,11.1,6,0,0
147,0,0,0,134.6,91,175.1,83,201.1,114,8.9,3,0,0
58,0,0,0,181.4,106,145.8,77,200.3,85,7.9,3,0,0
35,0,1,23,194.6,106,199.8,132,189.6,88,10.1,7,4,0
163,0,1,39,268.1,104,216.6,65,359.9,118,11.4,4,0,0
152,0,0,0,302.8,143,189.8,69,214.9,114,10.9,4,2,1
44,0,0,0,213.2,85,224.0,128,137.8,74,12.5,5,1,0
103,0,0,0,107.9,111,166.9,129,208.5,78,9.7,3,1,0
126,0,0,0,181.7,102,216.3,114,317.9,83,12.4,6,1,0
104,0,0,0,191.8,105,148.7,96,234.8,123,19.3,4,1,0
99,0,1,21,180.2,97,167.7,47,203.1,84,14.6,5,2,0
119,0,0,0,215.1,105,249.4,104,249.9,83,10.8,8,2,0
155,1,1,38,234.6,84,214.9,119,196.7,69,8.0,2,1,1
51,0,1,43,158.2,94,213.2,105,190.4,91,8.5,2,2,0
142,0,0,0,204.2,98,188.9,85,231.2,136,6.5,6,1,0
108,0,0,0,221.8,105,108.2,107,207.1,87,12.1,3,2,0
154,0,1,14,183.0,113,187.0,144,181.1,112,10.2,3,1,0
171,0,0,0,221.5,103,109.5,58,134.6,115,11.6,4,1,0
33,0,0,0,228.1,77,176.3,102,224.5,119,7.5,1,0,0
68,1,0,0,197.7,99,188.8,106,254.6,80,19.2,4,3,1
65,0,1,21,135.1,120,238.4,90,286.4,93,11.0,9,4,0
95,0,1,35,238.3,86,258.1,132,194.9,72,13.1,4,5,0
47,0,1,28,196.2,88,194.8,106,243.0,103,10.5,10,0,0
49,0,1,20,205.9,109,298.4,105,142.1,91,12.3,3,4,0
104,0,0,0,174.1,97,174.6,104,182.7,158,9.3,4,3,0
173,0,0,0,154.6,81,147.3,100,132.9,99,6.9,5,0,0
98,1,1,20,186.2,112,145.3,65,142.8,104,10.9,4,3,0
81,0,0,0,176.1,113,162.0,80,160.9,83,11.9,4,1,0
63,0,1,19,163.0,75,238.4,103,171.8,100,11.3,3,3,0
32,0,0,0,103.6,78,238.5,115,186.9,70,11.0,4,2,0
111,0,0,0,162.1,98,217.6,87,264.1,107,7.7,1,0,0
96,0,0,0,149.2,125,210.6,119,290.5,102,9.4,3,4,0
79,0,0,0,187.3,108,177.1,72,269.2,135,9.5,3,3,0
123,0,0,0,222.4,90,286.3,104,300.8,95,9.9,3,2,1
88,0,0,0,82.7,94,157.5,130,205.9,81,10.6,4,0,1
182,0,1,24,215.2,73,133.1,85,205.1,79,10.9,7,0,0
109,0,0,0,168.0,103,190.8,100,196.9,65,7.1,4,0,0
79,0,1,12,62.4,119,237.6,96,193.4,116,7.8,2,0,0
68,0,1,41,226.0,113,149.8,115,184.9,88,11.5,2,2,0
70,0,0,0,205.7,80,221.4,103,206.2,117,14.2,5,2,0
44,0,1,20,184.8,105,195.0,169,130.1,121,11.6,3,1,0
113,0,0,0,193.1,93,206.4,85,215.9,102,11.1,2,1,0
86,1,1,41,225.5,95,229.3,101,134.0,82,11.6,10,2,0
59,0,0,0,163.5,107,187.1,91,179.1,100,10.3,1,2,0
112,0,1,22,244.7,104,203.1,88,222.0,84,7.4,6,0,0
152,0,0,0,216.7,70,152.7,102,181.2,99,11.6,6,1,0
108,0,1,15,196.8,79,173.5,99,274.7,108,14.6,5,1,0
91,0,0,0,197.3,120,202.4,89,290.5,128,15.3,7,1,0
57,0,1,23,208.7,57,233.4,132,108.8,117,9.1,5,1,0
112,0,0,0,168.4,53,187.5,68,204.5,125,9.8,3,1,0
100,0,0,0,129.4,69,251.3,73,157.1,92,10.4,3,1,0
42,1,0,0,260.9,94,152.8,123,212.6,94,11.1,4,1,0
68,0,0,0,267.9,80,145.4,143,273.3,119,14.9,1,3,1
132,0,0,0,172.7,90,344.0,62,301.6,113,5.5,4,0,0
137,1,0,0,159.1,80,239.8,81,249.0,96,8.5,5,0,0
42,0,0,0,166.8,138,212.4,78,194.7,70,12.4,9,2,0
81,0,1,17,145.7,89,202.9,70,212.4,92,9.5,5,1,0
135,0,0,0,129.4,104,199.0,96,142.4,81,12.3,4,1,0
102,0,0,0,171.5,77,261.0,107,328.8,72,10.2,1,0,0
117,0,0,0,180.6,134,216.6,96,101.0,122,10.6,6,4,1
37,0,1,33,225.7,133,223.9,115,192.7,131,11.2,5,3,0
48,0,0,0,176.9,110,274.3,114,115.3,125,11.0,2,1,0
155,0,0,0,250.5,89,146.1,84,164.2,60,8.4,3,1,0
124,0,0,0,282.8,108,246.3,89,256.4,96,10.3,1,3,1
91,0,0,0,142.6,90,286.8,102,222.2,113,14.8,3,0,0
169,0,0,0,276.1,120,123.5,88,261.9,116,11.9,5,1,0
74,0,0,0,154.3,71,262.3,105,235.3,99,13.9,4,0,0
101,1,1,35,181.0,88,222.5,113,217.8,103,11.1,3,1,0
142,0,0,0,108.1,81,146.9,115,197.6,84,9.0,7,1,0
61,0,1,31,252.1,98,215.7,149,135.7,117,5.1,4,2,0
50,0,0,0,160.1,64,208.7,123,199.7,84,7.6,12,5,1
82,0,0,0,217.6,82,169.4,101,248.9,124,12.7,3,0,0
142,0,1,22,198.3,144,157.2,96,180.9,114,11.1,4,2,0
27,0,1,32,190.3,97,279.0,77,133.8,117,8.4,3,2,0
165,0,1,23,184.7,63,168.0,62,176.1,125,8.7,5,1,0
33,0,1,16,125.1,56,246.6,140,235.4,109,12.1,2,0,0
55,0,0,0,181.3,100,200.5,122,226.9,99,10.9,2,1,0
96,1,0,0,99.8,101,253.6,83,112.5,75,7.5,6,0,0
115,0,0,0,254.8,97,153.5,110,217.6,117,9.0,4,1,0
65,0,0,0,244.5,72,206.2,88,299.8,110,7.6,1,5,1
50,0,0,0,167.7,74,179.9,98,166.5,73,10.9,2,1,0
137,0,0,0,79.5,121,164.1,86,121.8,108,11.7,7,2,0
95,0,0,0,133.0,94,196.6,126,181.0,128,9.9,3,4,1
118,0,0,0,297.2,113,188.8,114,188.9,100,12.4,6,1,1
84,0,0,0,214.9,72,197.7,92,153.1,79,11.9,2,2,0
42,0,0,0,269.9,99,37.8,76,166.6,139,13.8,1,1,0
53,0,0,0,143.8,102,199.6,124,177.8,65,7.8,4,1,0
123,0,0,0,132.2,122,169.9,101,150.1,123,12.9,11,3,1
60,0,0,0,162.8,117,163.2,121,242.4,140,14.2,2,1,0
112,0,0,0,351.5,95,206.8,108,275.8,146,11.9,4,1,1
43,0,0,0,165.8,96,132.0,105,323.2,62,10.7,6,0,0
150,0,1,24,195.7,108,208.8,110,177.0,84,11.7,2,2,0
92,0,0,0,250.6,100,41.7,94,186.2,100,9.7,6,2,0
68,0,0,0,141.9,112,166.2,94,223.5,77,9.2,6,1,0
159,0,0,0,168.5,80,203.9,119,199.1,126,8.1,2,1,0
158,0,1,19,127.6,88,235.2,82,195.0,87,10.1,3,0,0
119,0,0,0,197.2,111,168.1,78,209.8,84,4.2,2,1,0
54,0,1,28,217.4,98,246.2,120,127.0,92,7.5,8,1,0
60,1,0,0,97.2,91,243.7,93,235.0,116,10.1,2,1,1
111,0,1,23,87.7,91,218.3,118,173.1,87,12.3,4,1,0
119,0,1,32,186.4,75,206.9,92,150.6,80,12.1,2,1,0
74,0,0,0,180.0,110,212.9,100,182.3,95,11.8,10,0,0
118,0,0,0,232.4,92,191.0,68,213.0,138,7.7,4,1,0
124,0,0,0,151.6,119,198.1,93,173.4,91,11.6,3,3,0
133,0,0,0,172.2,81,214.9,123,184.3,90,11.1,6,3,0
49,0,0,0,260.9,88,174.2,103,262.8,98,10.6,4,1,0
112,0,0,0,124.4,109,196.1,119,166.1,89,10.2,4,2,0
130,0,0,0,126.8,101,144.1,105,249.6,117,11.4,8,2,0
130,0,0,0,110.0,107,181.9,85,208.0,94,11.7,3,1,0
188,0,0,0,231.1,92,182.4,93,227.2,89,9.8,5,4,0
174,0,0,0,187.4,74,144.6,142,235.7,102,10.2,1,1,0
57,0,0,0,166.4,114,76.8,119,260.1,77,10.9,3,3,0
105,0,0,0,141.8,85,191.3,101,133.6,126,10.9,3,1,0
175,1,1,35,159.5,95,140.7,100,176.3,99,5.4,4,5,1
100,0,0,0,218.9,124,237.5,99,189.7,52,11.0,6,2,0
132,0,0,0,138.7,101,257.5,85,165.6,92,7.8,1,2,0
117,1,0,0,158.1,101,315.1,96,176.1,108,13.9,2,3,1
65,0,0,0,97.9,138,173.0,102,262.2,92,9.2,4,1,0
131,0,0,0,103.5,105,174.1,103,248.2,95,11.7,2,5,1
114,0,0,0,206.3,113,223.5,97,234.3,119,8.1,6,2,0
127,0,1,24,211.5,121,183.9,115,186.2,103,13.5,1,3,0
67,0,0,0,125.0,96,294.5,114,205.7,75,10.2,4,1,1
123,0,1,41,141.3,127,152.0,96,218.8,114,8.1,3,3,0
116,0,0,0,119.0,94,144.3,110,199.7,65,8.8,5,2,0
107,0,0,0,260.6,81,246.1,116,243.3,117,12.8,9,0,1
110,0,0,0,149.2,128,112.8,101,156.3,111,12.2,4,1,0
29,0,0,0,163.7,109,207.3,88,266.2,101,10.4,2,1,0
76,0,0,0,223.0,109,218.7,97,138.6,126,11.6,8,2,0
115,0,0,0,200.2,115,268.8,109,185.4,102,12.8,2,3,0
68,0,0,0,248.6,59,199.1,126,112.5,117,6.5,3,2,0
63,0,1,26,214.2,80,253.0,152,156.4,109,10.3,2,2,0
69,0,0,0,245.6,128,173.0,101,111.8,118,14.2,7,2,0
97,0,0,0,238.6,85,203.3,75,180.5,127,16.2,8,0,0
108,1,0,0,86.1,97,227.9,101,225.8,102,9.1,3,3,0
79,0,0,0,161.6,94,187.5,110,220.8,71,10.3,7,2,0
52,0,0,0,257.9,80,220.7,82,225.4,70,16.8,3,2,1
114,0,0,0,209.2,127,165.3,93,196.8,98,10.6,8,3,0
90,0,1,19,214.0,57,245.3,105,205.6,68,10.3,2,1,0
122,0,1,21,196.0,104,194.7,73,150.8,92,9.6,4,0,0
73,0,1,33,129.8,112,225.3,96,262.5,104,8.6,3,1,0
100,0,0,0,239.1,96,180.1,110,259.2,112,14.0,2,0,0
124,0,0,0,133.2,80,144.2,98,261.0,102,12.0,3,3,1
112,0,0,0,135.7,34,243.0,99,209.3,115,12.2,8,1,0
120,0,1,31,211.0,117,238.7,77,184.5,99,14.0,8,1,0
95,0,0,0,135.2,93,285.9,123,228.1,112,10.0,2,3,0
61,0,0,0,140.8,126,212.5,115,141.7,79,6.4,5,4,1
42,0,0,0,160.2,103,159.8,116,255.7,87,12.9,3,1,0
104,0,0,0,153.7,86,160.3,78,176.6,140,9.6,8,1,0
184,0,0,0,237.6,86,157.0,105,163.6,103,14.2,2,2,0
29,0,0,0,182.1,92,180.4,91,206.4,128,7.2,2,2,0
5,0,0,0,198.7,108,146.7,86,216.8,95,9.5,3,2,0
58,0,1,47,151.1,117,137.4,103,172.6,99,9.2,8,1,0
165,0,0,0,195.2,84,229.5,116,185.3,147,11.9,3,0,0
77,1,1,34,209.9,79,226.1,88,101.8,103,11.4,2,2,1
132,1,1,18,130.7,86,186.1,98,204.8,103,11.9,6,0,0
115,0,0,0,265.9,112,132.9,94,185.2,106,14.6,7,1,0
148,0,0,0,249.7,91,185.1,90,234.2,88,10.5,1,1,0
135,0,0,0,204.1,116,150.2,74,108.1,154,8.1,1,2,0
87,0,1,24,135.8,108,251.4,62,181.5,91,6.4,4,0,0
78,0,0,0,211.4,105,249.9,77,199.6,129,9.3,2,2,0
78,0,0,0,185.8,102,251.6,88,202.8,86,13.3,6,2,0
101,0,0,0,202.5,91,142.5,134,219.6,102,10.1,4,3,0
90,0,0,0,169.4,127,157.2,111,172.4,103,10.7,2,1,0
83,0,0,0,135.2,76,161.0,98,129.3,105,9.0,6,0,0
81,0,0,0,125.1,103,209.6,103,186.2,78,11.8,1,1,0
119,0,0,0,287.1,83,218.4,124,151.5,42,11.0,4,1,1
134,0,0,0,199.7,107,205.8,86,198.8,125,8.3,5,0,0
48,0,0,0,247.6,114,172.3,110,264.4,107,7.1,3,1,0
91,0,1,39,160.8,97,119.3,54,147.9,101,10.3,3,3,0
90,0,1,31,118.5,92,257.9,76,186.2,96,9.0,6,1,0
159,0,0,0,181.0,107,188.4,114,175.8,41,9.9,4,7,0
142,1,0,0,160.6,101,202.0,125,221.7,100,8.8,2,1,1
104,0,0,0,111.9,105,197.7,121,302.8,108,10.1,5,1,0
82,0,0,0,120.5,107,176.3,124,258.0,121,10.5,5,0,0
88,0,0,0,242.4,89,161.4,89,142.4,95,5.4,2,1,0
118,0,0,0,178.4,81,182.7,119,251.4,109,10.8,2,1,0
139,0,0,0,258.7,94,190.3,132,247.2,73,11.4,2,1,1
87,0,1,18,124.3,104,196.1,80,290.0,110,7.2,3,1,0
167,0,0,0,94.9,114,315.8,105,181.0,71,10.8,6,0,0
138,0,0,0,182.0,101,200.3,119,208.9,131,13.4,3,4,0
130,0,0,0,162.0,62,278.1,108,197.5,82,9.1,4,1,0
87,0,0,0,176.6,83,221.6,101,185.3,89,9.4,1,0,0
164,1,1,28,156.1,98,209.9,140,190.0,69,11.4,4,0,0
109,0,0,0,150.6,106,147.4,108,173.2,109,9.5,5,1,0
59,0,0,0,189.1,141,198.2,113,280.2,103,2.2,7,1,0
124,0,0,0,156.9,74,195.8,82,181.0,99,8.8,2,1,0
73,0,0,0,67.0,76,223.0,154,236.5,151,11.2,2,1,0
94,0,0,0,261.3,89,152.4,139,120.2,124,10.5,2,0,0
80,0,0,0,135.1,92,185.0,103,147.1,74,14.7,5,3,0
101,1,0,0,92.1,109,163.0,83,133.3,102,9.7,11,2,0
115,0,0,0,173.5,121,168.3,100,138.3,105,7.8,5,1,0
100,1,0,0,156.3,82,259.4,91,143.7,93,8.3,7,5,0
85,0,0,0,274.7,79,119.4,122,296.9,74,9.4,10,1,0
110,0,0,0,244.7,84,106.4,95,194.9,61,10.5,1,2,1
92,1,0,0,183.6,96,149.7,55,135.2,71,11.8,4,0,0
102,0,0,0,167.1,80,222.9,94,179.9,103,11.6,3,5,0
134,0,0,0,177.1,120,218.1,123,183.8,93,12.7,5,3,0
96,0,0,0,217.8,120,139.6,109,227.7,111,11.6,3,0,0
42,0,0,0,143.7,96,221.0,98,108.9,94,8.6,1,2,0
175,0,0,0,185.0,104,325.8,86,85.4,105,14.6,2,1,0
136,0,1,23,235.6,65,177.7,81,138.7,105,11.3,5,1,0
32,1,0,0,265.5,75,119.7,77,169.9,128,14.8,6,2,1
101,0,0,0,332.1,91,151.0,123,277.8,99,11.3,3,1,1
132,1,1,21,223.4,89,193.2,105,226.2,85,7.7,5,3,0
120,0,0,0,163.6,109,237.3,95,186.2,141,12.3,5,0,0
122,0,0,0,190.0,125,141.5,77,216.8,68,15.9,3,3,0
52,0,0,0,153.7,100,174.2,139,242.3,53,14.1,3,1,0
182,0,0,0,160.3,87,229.9,101,185.3,96,8.7,11,2,0
130,0,0,0,140.9,68,217.5,109,123.6,96,13.6,4,3,0
106,0,0,0,168.4,85,123.3,95,162.5,83,4.6,4,3,0
150,0,0,0,150.9,92,191.0,106,223.6,107,8.3,4,5,1
94,0,0,0,255.1,96,276.9,67,226.5,74,10.6,2,0,1
89,0,0,0,94.5,107,191.8,85,196.2,131,15.0,5,1,0
45,0,0,0,135.0,116,159.0,108,170.3,130,11.1,15,1,0
74,0,0,0,286.9,113,260.8,121,137.1,94,12.6,6,0,1
158,0,0,0,165.4,70,280.1,104,121.8,106,10.4,9,1,0
76,0,0,0,222.0,99,215.9,122,204.1,131,8.2,5,3,1
102,1,0,0,209.8,85,165.7,100,230.1,92,8.7,6,0,0
4,0,1,31,158.3,99,164.2,98,192.7,108,12.5,3,2,0
161,0,0,0,252.3,120,243.8,98,284.4,96,9.2,2,1,1
116,0,0,0,255.5,93,224.4,122,317.3,85,12.7,4,1,1
86,0,0,0,227.9,105,218.7,118,223.2,120,14.2,5,3,0
39,0,0,0,185.0,113,106.5,125,167.3,78,12.0,2,0,0
57,0,0,0,140.0,100,174.7,102,258.5,111,13.3,4,1,0
138,0,0,0,157.5,96,271.7,107,138.2,84,10.7,6,2,0
98,0,0,0,237.5,130,213.2,85,194.1,107,10.1,3,0,0
145,0,1,10,190.7,100,177.7,114,167.3,100,12.8,2,0,0
77,0,0,0,215.5,81,170.9,100,170.3,59,10.3,3,1,0
99,0,1,12,119.9,83,237.7,98,187.6,159,16.6,2,1,0
106,1,0,0,196.7,100,210.2,109,173.8,83,7.8,1,4,1
32,0,0,0,230.7,122,204.7,134,142.0,86,8.7,3,2,0
174,0,0,0,222.3,102,173.8,123,297.2,97,5.7,2,0,1
98,0,0,0,198.6,92,349.4,99,221.7,83,7.3,6,2,1
42,0,0,0,139.4,109,223.8,121,244.9,105,4.6,3,1,0
99,0,0,0,130.4,121,219.9,103,84.1,85,9.8,3,2,0
119,0,0,0,153.2,131,116.6,85,218.5,74,10.1,5,1,0
47,1,0,0,177.1,104,217.4,97,191.8,131,9.7,5,2,0
77,0,0,0,134.5,119,119.7,104,250.7,112,9.3,5,0,0
39,0,1,38,201.8,66,200.1,87,173.7,112,9.5,3,0,0
193,0,0,0,180.5,114,117.9,80,192.9,97,10.2,4,2,0
103,0,1,40,164.5,95,228.7,82,194.7,97,7.4,1,4,0
36,1,1,19,171.9,96,198.4,111,321.7,76,10.5,1,1,1
87,0,0,0,221.4,69,195.2,53,120.6,91,13.7,4,1,0
1,0,0,0,241.5,114,195.2,94,201.6,93,14.1,3,3,0
62,0,0,0,116.5,77,186.1,111,180.6,72,16.1,2,3,0
112,0,0,0,158.1,107,181.5,101,200.3,126,8.3,7,1,0
82,0,0,0,121.6,81,191.3,109,231.4,81,8.6,5,3,0
55,0,1,28,222.5,134,177.8,106,194.6,90,9.7,4,2,0
82,0,1,23,123.7,93,139.1,74,174.5,118,10.6,2,1,0
69,0,0,0,244.8,76,77.2,100,222.8,102,10.0,3,0,0
87,0,0,0,297.4,63,118.4,108,242.3,72,11.0,2,2,1
63,0,0,0,147.8,95,201.4,72,154.9,118,8.6,8,1,0
68,0,0,0,186.5,108,190.2,107,187.8,103,11.0,5,1,0
119,0,0,0,107.2,100,221.1,100,212.6,96,8.3,3,2,0
43,0,1,36,93.1,68,246.1,83,94.9,109,8.7,8,1,0
136,0,0,0,132.4,110,254.1,81,176.5,100,13.0,6,2,0
149,0,0,0,114.5,103,228.8,100,135.8,74,10.7,3,0,0
77,0,0,0,184.7,130,194.0,105,249.1,91,9.0,4,1,0
110,0,0,0,94.1,127,283.0,97,168.7,69,10.3,6,2,0
70,0,0,0,229.3,110,118.2,89,155.0,105,7.9,4,1,0
155,0,0,0,223.8,109,233.4,68,201.6,111,8.8,8,1,0
151,0,1,27,154.4,141,210.6,109,167.9,109,7.8,3,3,0
125,0,0,0,190.2,107,209.2,75,102.1,136,14.2,5,4,1
83,0,0,0,167.0,120,209.1,102,131.0,107,8.6,2,1,0
94,0,0,0,154.8,113,261.8,121,213.0,81,11.6,5,0,0
11,0,1,36,293.4,122,174.1,91,212.0,50,6.9,6,1,0
92,0,0,0,160.5,113,287.3,134,212.6,93,8.2,3,3,0
70,0,1,20,230.2,110,177.5,111,206.3,38,11.9,2,0,0
82,0,0,0,191.9,95,116.7,105,202.6,113,8.2,5,0,0
65,0,0,0,131.5,119,222.3,119,155.3,83,11.1,7,1,0
102,0,0,0,171.6,116,219.4,111,242.1,85,12.1,4,0,1
78,0,0,0,157.3,61,242.0,119,196.0,107,10.6,1,1,0
77,1,0,0,192.7,82,198.0,91,204.2,95,9.0,6,1,0
58,0,1,29,239.6,84,182.1,80,118.3,100,11.0,3,2,0
38,0,0,0,96.9,110,241.4,75,141.0,69,10.8,3,0,0
87,0,0,0,129.5,104,194.0,133,287.9,65,7.2,7,2,0
72,1,0,0,274.0,75,162.8,110,110.0,121,7.7,3,4,0
69,0,0,0,111.7,86,187.5,68,194.8,128,11.6,10,2,0
85,0,0,0,142.7,82,179.1,106,141.4,88,5.0,8,3,0
176,0,0,0,216.7,91,233.9,104,231.1,110,9.0,4,1,0
133,0,0,0,207.1,106,283.5,124,65.2,107,10.5,2,3,0
146,0,0,0,214.8,86,230.9,94,223.8,100,5.8,3,3,0
31,0,0,0,142.9,67,109.7,72,293.6,112,11.5,6,0,0
78,1,0,0,71.5,126,166.8,127,211.6,86,8.3,2,3,1
118,0,0,0,77.6,113,126.9,75,191.0,79,14.9,4,1,0
119,0,0,0,73.7,66,160.5,132,214.2,67,13.0,6,3,0
141,0,0,0,264.3,90,216.4,101,208.8,72,9.6,3,0,1
150,1,0,0,114.8,156,135.3,78,218.4,98,15.6,4,1,1
76,0,0,0,212.5,124,215.5,110,128.0,94,5.2,9,3,0
159,0,1,36,288.2,120,227.1,105,198.2,113,13.3,7,1,0
66,0,0,0,192.4,98,187.0,93,132.9,82,11.2,1,0,0
139,0,0,0,102.2,76,230.0,106,183.4,136,10.8,4,1,0
122,1,0,0,49.5,114,214.1,98,154.9,120,10.0,4,0,0
91,0,0,0,153.2,70,231.7,91,115.1,80,9.8,3,4,1
131,0,0,0,55.5,79,163.5,104,128.1,59,10.1,4,1,0
135,0,0,0,247.2,61,168.7,122,169.8,100,6.6,1,0,0
129,0,0,0,220.2,117,261.1,102,165.9,132,10.8,1,2,0
85,0,0,0,116.9,75,183.3,109,307.4,119,10.0,8,2,0
125,0,0,0,175.9,98,192.8,148,278.2,110,10.6,5,0,0
67,0,0,0,208.0,95,234.8,81,266.0,80,11.7,6,3,0
61,0,1,28,239.9,110,218.9,87,166.0,46,12.1,4,1,0
135,1,0,0,174.8,112,218.0,125,180.1,102,12.7,6,3,0
43,0,1,26,141.5,94,196.4,123,172.4,100,12.9,1,3,0
120,0,0,0,79.2,123,212.1,106,224.6,104,10.2,4,3,0
62,0,0,0,238.9,102,161.4,115,248.5,103,13.4,4,0,0
160,0,1,37,179.8,104,144.8,115,209.1,89,11.1,8,3,0
67,0,0,0,225.9,78,243.1,83,84.1,94,13.5,2,2,1
98,0,0,0,189.8,113,271.5,111,218.9,96,13.0,5,1,0
103,0,0,0,267.0,97,204.3,151,246.9,67,11.3,7,1,1
121,0,0,0,217.3,79,218.0,106,166.5,69,11.5,7,1,0
111,0,0,0,129.1,92,148.9,132,264.0,103,16.8,7,2,0
127,0,0,0,135.5,110,146.0,116,208.0,88,10.7,4,2,0
65,0,0,0,183.4,63,183.6,80,153.5,83,10.7,4,4,1
86,0,0,0,223.0,109,286.2,76,257.8,132,7.5,7,3,1
119,0,0,0,140.0,135,138.9,103,230.2,121,6.1,6,0,0
113,0,0,0,126.0,90,205.8,92,217.0,121,12.8,1,0,0
126,0,0,0,228.2,68,170.2,102,168.9,72,10.2,6,1,0
103,0,0,0,278.4,121,252.2,139,202.3,96,13.7,1,1,1
104,0,0,0,285.3,75,130.8,111,181.8,99,10.5,2,2,0
56,0,0,0,222.9,100,145.2,110,170.6,129,5.6,8,1,0
56,0,1,37,153.7,97,271.4,91,179.0,121,8.3,2,1,0
155,1,0,0,176.1,88,244.5,84,189.9,99,11.2,1,2,1
100,0,1,41,306.9,71,243.3,72,125.9,114,10.5,4,2,0
113,0,0,0,203.4,85,219.8,140,240.0,107,8.3,5,1,0
103,0,1,37,230.7,112,319.4,116,299.4,77,7.9,3,2,0
160,0,0,0,118.9,106,163.5,75,195.0,131,13.1,4,0,0
142,0,1,34,219.5,85,144.0,120,258.2,84,7.0,3,1,0
73,1,1,34,252.9,103,220.1,79,144.9,65,11.4,3,0,0
135,0,1,46,172.6,77,203.4,102,264.2,108,10.4,2,1,0
29,0,0,0,262.0,112,82.7,60,195.1,120,10.7,5,1,0
158,0,0,0,123.3,115,130.4,91,243.7,119,11.2,3,3,0
104,0,0,0,210.9,90,272.2,101,304.3,86,10.6,5,3,1
74,0,0,0,143.7,97,229.6,110,98.8,100,11.8,5,1,0
28,0,0,0,171.2,90,173.9,65,210.5,139,14.0,4,2,0
45,1,0,0,189.6,96,171.7,69,222.0,102,13.9,7,1,1
60,0,0,0,229.5,91,157.7,67,162.4,76,13.2,3,2,0
173,0,0,0,128.6,108,248.3,92,130.1,115,10.4,2,4,1
152,0,1,26,214.8,82,226.7,135,206.7,97,7.6,11,1,0
140,0,0,0,187.1,110,158.0,70,211.4,123,8.5,2,2,0
94,0,1,31,209.3,90,281.7,111,190.1,66,7.9,5,0,0
88,0,0,0,141.7,102,226.2,125,100.1,93,11.9,8,0,0
170,0,1,22,173.6,66,142.2,83,156.5,93,5.2,3,1,0
57,0,0,0,176.9,75,204.2,86,254.1,90,6.1,4,1,0
102,0,1,27,109.8,66,207.3,76,236.9,101,10.3,7,0,0
49,0,0,0,202.3,105,195.4,131,190.1,88,9.0,2,3,1
195,0,0,0,221.6,109,126.2,94,212.2,98,6.4,2,0,0
64,0,0,0,131.3,105,109.4,114,246.2,125,12.7,4,4,1
105,1,0,0,274.0,156,263.0,69,195.9,93,11.3,3,3,1
81,0,1,33,200.3,103,216.9,96,249.8,100,15.5,4,1,0
63,0,0,0,204.0,119,161.7,90,202.6,113,9.4,4,3,0
126,0,0,0,193.1,114,75.5,61,186.2,73,11.1,1,3,0
153,0,0,0,202.2,132,158.9,78,111.4,98,8.6,4,2,0
67,0,0,0,245.1,118,185.2,94,193.6,112,8.1,3,3,0
65,0,0,0,158.3,71,168.3,119,139.9,119,6.6,6,2,0
21,0,0,0,138.1,79,186.9,75,194.2,105,12.1,1,0,0
72,0,0,0,212.7,92,306.4,100,140.3,90,12.9,6,0,0
176,0,0,0,304.2,111,306.6,64,207.9,98,9.5,2,7,1
150,0,1,24,212.4,157,168.7,91,199.4,112,9.7,1,2,0
108,1,0,0,137.3,68,143.8,94,238.7,101,8.9,1,1,1
129,0,1,10,161.4,91,183.1,102,240.3,65,12.9,3,1,0
73,1,0,0,202.9,108,285.9,121,219.0,102,12.8,5,1,0
90,0,0,0,272.2,75,122.9,96,252.6,100,9.2,2,0,0
105,0,0,0,98.2,103,140.3,91,140.2,106,13.9,1,1,0
115,0,0,0,80.8,81,195.7,91,190.1,66,11.7,6,1,0
82,0,0,0,207.2,114,163.7,97,192.8,79,9.3,4,7,0
77,0,0,0,208.8,117,175.4,81,171.5,105,13.4,3,0,0
201,0,0,0,159.9,61,237.3,124,290.2,99,13.4,4,3,0
139,1,0,0,185.1,101,266.7,75,207.9,95,9.0,3,3,0
94,0,0,0,139.1,93,237.9,100,227.1,59,11.4,3,1,0
95,0,0,0,155.5,99,167.0,75,190.7,125,13.2,4,1,0
138,0,0,0,180.5,82,242.4,103,244.4,89,10.3,7,2,0
105,0,0,0,204.6,111,134.4,109,260.8,69,5.7,7,1,0
81,1,0,0,220.4,76,276.4,122,239.5,112,11.4,5,1,1
127,0,0,0,223.2,137,144.7,119,96.0,109,8.6,4,2,0
84,0,0,0,109.1,114,231.4,113,274.0,112,9.6,4,0,0
47,0,1,30,136.5,101,174.9,74,146.4,91,10.9,3,2,0
